age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Sales,Wife,Female,United-States,<=50K
23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
31,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,Germany,<=50K
30,Private,HS-grad,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Sales,Own-child,Male,United-States,<=50K
22,Private,Some-college,Never-married,Sales,Own-child,Male,United-States,<=50K
50,Private,HS-grad,Divorced,Other-service,Unmarried,Female,United-States,<=50K
21,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
75,Self-emp-inc,Some-college,Widowed,Sales,Not-in-family,Male,United-States,>50K
29,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,Germany,<=50K
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
20,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
33,Private,HS-grad,Never-married,Other-service,Own-child,Male,United-States,<=50K
45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,China,>50K
41,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,>50K
67,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
21,Private,Some-college,Never-married,Tech-support,Own-child,Male,United-States,<=50K
38,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Male,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
59,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
36,Private,HS-grad,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
50,Local-gov,Some-college,Widowed,Prof-specialty,Unmarried,Male,United-States,<=50K
60,Self-emp-inc,10th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
30,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
28,Self-emp-inc,Bachelors,Never-married,Sales,Not-in-family,Male,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
27,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,Poland,<=50K
18,Private,12th,Never-married,Other-service,Own-child,Female,United-States,<=50K
44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
56,Private,7th-8th,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
51,Self-emp-inc,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,Italy,>50K
31,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
35,Private,Assoc-voc,Never-married,Transport-moving,Not-in-family,Male,United-States,<=50K
35,Private,HS-grad,Divorced,Handlers-cleaners,Other-relative,Male,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
47,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
23,Private,Some-college,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Other-relative,Female,United-States,<=50K
49,Private,Some-college,Separated,Exec-managerial,Unmarried,Female,United-States,<=50K
51,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
46,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
30,Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
29,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Male,United-States,<=50K
50,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
18,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Male,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
29,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,Male,United-States,>50K
39,Private,10th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
48,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
39,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
22,Local-gov,11th,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
42,Private,9th,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
18,Private,HS-grad,Never-married,Sales,Own-child,Female,United-States,<=50K
27,Private,Some-college,Married-spouse-absent,Sales,Not-in-family,Female,United-States,<=50K
51,Private,10th,Separated,Machine-op-inspct,Unmarried,Female,United-States,<=50K
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
60,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
36,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,Male,Italy,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,China,>50K
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
63,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
41,Private,HS-grad,Married-spouse-absent,Transport-moving,Unmarried,Male,United-States,<=50K
34,Private,HS-grad,Divorced,Transport-moving,Unmarried,Female,Germany,<=50K
34,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
31,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
22,State-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
36,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,Male,United-States,<=50K
52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
27,Private,10th,Separated,Machine-op-inspct,Own-child,Male,Mexico,<=50K
42,Private,HS-grad,Never-married,Other-service,Not-in-family,Female,United-States,<=50K
49,Self-emp-not-inc,Bachelors,Widowed,Sales,Unmarried,Female,United-States,<=50K
24,Private,Some-college,Never-married,Craft-repair,Unmarried,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Sales,Unmarried,Male,United-States,<=50K
30,Self-emp-not-inc,Bachelors,Never-married,Sales,Unmarried,Male,United-States,<=50K
28,Private,Some-college,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
20,Private,Assoc-voc,Never-married,Other-service,Own-child,Male,United-States,<=50K
45,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
39,Private,HS-grad,Divorced,Sales,Not-in-family,Female,United-States,>50K
43,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Male,France,<=50K
18,Private,HS-grad,Never-married,Sales,Own-child,Female,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
74,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,Philippines,>50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
21,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
39,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,United-States,>50K
49,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
29,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
61,Self-emp-not-inc,HS-grad,Widowed,Prof-specialty,Unmarried,Female,United-States,<=50K
48,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Female,United-States,<=50K
44,Private,9th,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
37,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
45,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
33,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,<=50K
25,Private,Some-college,Married-civ-spouse,Other-service,Wife,Female,United-States,<=50K
26,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,Male,Philippines,<=50K
54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
38,Private,HS-grad,Never-married,Sales,Not-in-family,Female,United-States,<=50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
20,State-gov,Some-college,Never-married,Prof-specialty,Own-child,Male,United-States,<=50K
30,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,United-States,<=50K
29,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Male,United-States,<=50K
42,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Female,United-States,<=50K
24,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
60,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,Male,South,>50K
42,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,Male,United-States,<=50K
42,Private,10th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
46,Private,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,Female,Columbia,<=50K
52,State-gov,Masters,Married-spouse-absent,Exec-managerial,Unmarried,Female,United-States,>50K
43,Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
43,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
27,Private,11th,Divorced,Craft-repair,Own-child,Male,United-States,<=50K
52,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
44,Private,9th,Never-married,Other-service,Unmarried,Female,United-States,<=50K
27,Private,Some-college,Divorced,Prof-specialty,Own-child,Female,United-States,<=50K
50,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Male,United-States,<=50K
23,Private,Some-college,Never-married,Tech-support,Not-in-family,Female,United-States,<=50K
22,Private,Some-college,Never-married,Adm-clerical,Unmarried,Female,United-States,<=50K
36,State-gov,Some-college,Never-married,Exec-managerial,Unmarried,Female,United-States,<=50K
24,Private,Bachelors,Never-married,Tech-support,Not-in-family,Female,United-States,<=50K
59,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
23,Private,Bachelors,Never-married,Exec-managerial,Own-child,Male,United-States,<=50K
37,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
25,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,Female,United-States,<=50K
38,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,India,>50K
31,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
28,Local-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,Female,United-States,<=50K
24,Private,HS-grad,Never-married,Sales,Unmarried,Male,United-States,<=50K
46,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Female,Laos,<=50K
38,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
53,Private,Some-college,Separated,Exec-managerial,Unmarried,Female,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,Female,United-States,>50K
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
46,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,Male,England,>50K
30,Private,Bachelors,Never-married,Sales,Own-child,Male,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
29,Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
62,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
25,Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,Male,United-States,<=50K
45,Private,Some-college,Never-married,Other-service,Not-in-family,Male,United-States,<=50K
21,Private,Some-college,Never-married,Craft-repair,Own-child,Male,United-States,<=50K
64,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
39,Private,Bachelors,Divorced,Tech-support,Not-in-family,Male,United-States,<=50K
60,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
35,Private,HS-grad,Never-married,Tech-support,Not-in-family,Male,United-States,<=50K
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,Male,United-States,<=50K
41,Private,HS-grad,Divorced,Craft-repair,Own-child,Male,United-States,<=50K
32,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
42,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
58,Private,Masters,Widowed,Sales,Not-in-family,Female,United-States,<=50K
23,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,India,>50K
31,Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
19,Private,HS-grad,Never-married,Sales,Own-child,Male,United-States,<=50K
27,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
61,Self-emp-not-inc,9th,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
25,Private,Bachelors,Never-married,Handlers-cleaners,Unmarried,Male,United-States,<=50K
58,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Other-relative,Male,Ecuador,>50K
51,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
43,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
46,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
50,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
35,Private,Bachelors,Widowed,Prof-specialty,Unmarried,Female,United-States,>50K
57,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,Male,Italy,<=50K
40,Private,Prof-school,Married-civ-spouse,Adm-clerical,Other-relative,Female,Philippines,<=50K
42,Local-gov,10th,Never-married,Farming-fishing,Unmarried,Male,United-States,<=50K
67,Self-emp-inc,10th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
